model,match_id,selection,prob_model,prob_fair,y,spread,family,odds_close,season,match_date,logloss_model,logloss_market,split
m05_joint_production_wealth,12476452,draw,0.2631655103626908,0.2301234495099484,0.0,0.033042060852742416,1X2,4.358062216269395,24/25,2025-05-03,0.30539198509681675,0.26152510102657417,all
m05_joint_production_wealth,12476452,home,0.43789192396478177,0.6025179776345407,1.0,-0.16462605366975896,1X2,1.6645018864402938,24/25,2025-05-03,0.8257831479920734,0.5066377756649051,all
m05_joint_production_wealth,12476453,away,0.4142153156029804,0.32351713728140685,0.0,0.09069817832157356,1X2,3.1014858307735658,24/25,2025-05-03,0.5348029896946755,0.3908481639632731,all
m05_joint_production_wealth,12476453,draw,0.2620710893766641,0.2767955358043338,0.0,-0.01472444642766968,1X2,3.625,24/25,2025-05-03,0.3039077860900652,0.3240632970862944,all
m05_joint_production_wealth,12476453,home,0.323713532832446,0.39968732691425934,1.0,-0.07597379408181332,1X2,2.5104218966291,24/25,2025-05-03,1.12789631221252,0.917072720261743,all
m05_joint_production_wealth,12476453,btts_no,0.47747831063503093,0.42439024390243907,0.0,0.053088066732591865,BTTS,2.36,24/25,2025-05-03,0.6490887852583658,0.5523253546727435,all
m05_joint_production_wealth,12476453,btts_yes,0.5225216271770596,0.5756097560975609,1.0,-0.0530881289205013,BTTS,1.74,24/25,2025-05-03,0.649088904273355,0.5523253546727435,all
m05_joint_production_wealth,12476453,over_25,0.4795936371133847,0.5,1.0,-0.020406362886615292,OU2.5,2.0,24/25,2025-05-03,0.7348161229864595,0.6931471805599453,all
m05_joint_production_wealth,12476453,under_25,0.520406300698706,0.5,0.0,0.02040630069870597,OU2.5,2.0,24/25,2025-05-03,0.734815993318548,0.6931471805599453,all
m05_joint_production_wealth,12476454,away,0.30362138592521076,0.21386366829671188,0.0,0.08975771762849888,1X2,4.668303104866982,24/25,2025-04-26,0.3618617808146833,0.24062505158945996,all
m05_joint_production_wealth,12476454,draw,0.2645125024175955,0.24651368561179807,0.0,0.01799881680579743,1X2,4.050000000000001,24/25,2025-04-26,0.3072217376134634,0.2830444238035545,all
m05_joint_production_wealth,12476454,home,0.4318660516551944,0.5396226460914902,1.0,-0.10775659443629582,1X2,1.850145530324004,24/25,2025-04-26,0.8396398044312837,0.6168851872350918,all
m05_joint_production_wealth,12476455,away,0.3620009649721579,0.35600786095409614,1.0,0.005993104018061746,1X2,2.78,24/25,2025-04-26,1.0161084014909745,1.032802467042165,all
m05_joint_production_wealth,12476455,draw,0.24357118640115083,0.27249771159289254,0.0,-0.028926525191741714,1X2,3.6319639077592947,24/25,2025-04-26,0.27914684985243027,0.3181381343646569,all
m05_joint_production_wealth,12476455,home,0.3944276467380214,0.3714944274530112,0.0,0.022933219285010187,1X2,2.664109554045923,24/25,2025-04-26,0.5015812297140871,0.4644103845679293,all
m05_joint_production_wealth,12476457,away,0.38154186087756964,0.31107856119117605,0.0,0.07046329968639359,1X2,3.225,24/25,2025-04-26,0.4805257707295987,0.37262803651763743,all
m05_joint_production_wealth,12476457,draw,0.2626150094664581,0.2972528473604571,1.0,-0.03463783789399899,1X2,3.375,24/25,2025-04-26,1.337066161601159,1.2131721644480171,all
m05_joint_production_wealth,12476457,home,0.35584307628502815,0.39166859144836685,0.0,-0.035825515163338706,1X2,2.5614215225470716,24/25,2025-04-26,0.439812912195722,0.49703546566337303,all
m05_joint_production_wealth,12476459,away,0.2842216851359774,0.27455254105614035,0.0,0.009669144079837044,1X2,3.661588655178239,24/25,2025-04-26,0.33438477607415573,0.3209666297574898,all
m05_joint_production_wealth,12476459,draw,0.2685642997809199,0.2737891791601452,0.0,-0.005224879379225333,1X2,3.6717976680645226,24/25,2025-04-26,0.3127459636581191,0.31991491947968065,all
m05_joint_production_wealth,12476459,home,0.4472139603666717,0.4516582797837143,1.0,-0.004444319417042597,1X2,2.225794399391789,24/25,2025-04-26,0.8047181403506083,0.7948294032533907,all
m05_joint_production_wealth,12476460,away,0.27294870254706183,0.1789673969652217,1.0,0.09398130558184012,1X2,5.58332978241438,24/25,2025-04-19,1.2984714042111276,1.7205516295899572,all
m05_joint_production_wealth,12476460,draw,0.2661748266203616,0.26123764642015673,0.0,0.004937180200204894,1X2,3.825,24/25,2025-04-19,0.3094844621442812,0.3027789881277452,all
m05_joint_production_wealth,12476460,home,0.46087640462281415,0.5597949566146216,0.0,-0.09891855199180749,1X2,1.7849999999999997,24/25,2025-04-19,0.617810429392556,0.8205146529236524,all
